dataset/Cou001_The same as you..wav|同じで
dataset/Lda137_I’ll go to Misato-chan’s home tomorrow..wav|とにかく明日、みさとちゃんの家に行こう
dataset/Lda137_I saw her sketch over 2 months before the other one was published..wav|初めて掲載された号よりも私がスケッチを見たのは2ヶ月以上前だ
dataset/Lda137_I know that Misato-chan was right all along, and I feel much better now..wav|ミサトちゃんが絶対正しいって分かったから、これで安心して会える。
dataset/Lda137_Misato-chan’s artwork came first..wav|やっぱりみざとちゃんの方が早い
dataset/Lda137_I’m glad..wav|よかった
dataset/Lda137_What is that other artist like?.wav|その書いた日本人ってどんな人なんだろう
dataset/Lda137_The same picture at the same time, both by a Japanese, all by coincidence?.wav|偶然にしても同じ時期に同じ絵。 それも同じ日本人。
dataset/Lda138_I can’t forgive them for that..wav|許せない
dataset/Lda138_I found out for a fact that she didn’t..wav|私はちゃんと調べたんだから
dataset/Lda138_It’s too sad to lose you like this..wav|こんなお別れの仕方悲しすぎるよ
dataset/Lda138_All the other kids said that she went to a different school because she was embarrassed to be found out as a plagiarizer..wav|みんなは盗作がバレていづらくなったからだとか、酷いこと言ってた。
dataset/Lda138_But why did she go away?.wav|でもなんで消えちゃったの?
dataset/Lda138_Misato-chan is going to another school?.wav|みさとちゃんが転校?
dataset/Lda138_Misato-chan would never plagiarize..wav|盗作なんかしてない
dataset/Lda138_Misato-chan..wav|ミサトちゃん
dataset/Lda138_They were saying nasty things..wav|ひどいこと言ってた
dataset/Lda138_She didn’t say anything to me..wav|私に何も言わずに
dataset/Lda138_Misato-chan, this is horrible..wav|ミサトちゃん、ひどいよ
dataset/Lda138_We were best friends..wav|親友だったのに
dataset/Lda138_Those kids don’t know what they are talking about..wav|みんなは本当のこと知らないくせに
dataset/Lda138_We were friends..wav|友達だったのに
dataset/Lda138_Why?.wav|どうして?
dataset/Lda138_Will I never see you again?.wav|もうこのまま会えないの?
dataset/Lda138_They’re wrong..wav|違う
dataset/Lda139_Don’t they care about who they might be hurting?.wav|噂で傷つく人なんかどうでもいいの?
dataset/Lda139_Why do people spread rumors without knowing what they are talking about?.wav|どうして人は調べもしないで噂ばかりするんだろう
dataset/Lda140_I don’t care..wav|もういいや
dataset/Lda140_It’s all a big nuisance..wav|めんどくさいし
dataset/Lda140_I don’t know what strange things these kids think about me..wav|みんな何を考えているのかわからない
dataset/Lda140_I’m alone again..wav|また一人ぼっちになっちゃった
dataset/Lda140_Making friends..wav|それに友達って言っても
dataset/Lda140_School isn’t any fun anyway..wav|学校に行っても楽しくない
dataset/Lda140_School without Misato-chan is no fun..wav|みさとちゃんのいない学校なんて、全然楽しくない。
dataset/Lda142_Didn’t she think of me as a friend?.wav|私のこと友達って思ってくれてなかったの?
dataset/Lda142_I makes me even sadder..wav|そうだとしたらもっと悲しい
dataset/Lda142_I haven’t received any phone calls or letters..wav|電話も手紙も何も来ないし
dataset/Lda142_I guess Misato-chan didn’t think much of me after all..wav|やっぱりみさとちゃんは私のことなんてなんとも思ってなかったのかな
dataset/Lda142_I was your special friend..wav|私だけは特別な友達だよね
dataset/Lda141_When will I make friends again? When it happens, will I have to change, too? Even when I’m me?.wav|また友達ができるのはいつなの? その時には、私はまた変わらなくてはいけないの? 私は私なのに
dataset/Lda142_I went to Misato-chan’s home today, but no one was there..wav|今日、みさとちゃんの家に行ってきた。 でも、もう誰もいなかった。
dataset/Lda142_Maybe she thinks I’m badmouthing her like the other kids..wav|ミサトちゃんは私も他の子達と一緒に悪口言ってると思ってるのかな?
dataset/Lda142_She literally left without saying a word..wav|本当に何も言わずにミサトちゃんは消えちゃった
dataset/Lda142_This makes me sad..wav|悲しい
dataset/Lda142_Wasn’t I, Misato-chan?.wav|ね、ミサトちゃん
dataset/Lda142_If she really was a friend, she would never have left this way..wav|そうだよね 友達だって思ってたら 絶対いきなり消えちゃったりしないよね
dataset/Lda143_Would it have been different if I had called you then?.wav|あの時電話してれば違ったの?
dataset/Lda143_Couldn’t you have said that I was on your side?.wav|レインがミサトちゃんの味方だって、ちゃんと言えてれば。
dataset/Lda143_I was only thinking about you, Misato-chan..wav|レインはミサトちゃんのことしか考えてなかったのに
dataset/Lda142_She must have moved..wav|もう引っ越しちゃったみたい
dataset/Lda144_Am I a truant?.wav|私はサボリマ?
dataset/Lda144_But its over..wav|でも、もう終わり。
dataset/Lda144_I don’t feel like doing schoolwork..wav|学校の勉強する気がしない
dataset/Lda144_Did Misato-chan go away because I was hiding things about myself from her?.wav|私が自分のこと隠してたことが原因?
dataset/Lda144_Although they say that I ought to study what interests me, the only things I’m interested in are Misato-chan and myself..wav|興味があることを勉強すればいいって言われても、私が関心があるのは、私のこととみさとちゃんのことだけ。
dataset/Lda144_I don’t want to leave people behind..wav|でも、置いてきぼりも嫌だもの
dataset/Lda144_Even if there’s something I can’t say, I would never do that..wav|言えないことがあっても、私はそんなことを絶対にしない。
dataset/Lda144_I’ve got to fight..wav|頑張んなきゃ
dataset/Lda144_I have to find other things that are meaningful to me..wav|新しく興味を持てることを見つけなくちゃいけないんだ
dataset/Lda144_I was thinking of not seeing Touko-san anymore today..wav|トウコさんのところに行くのは今日でやめようと思った。
dataset/Lda144_Touko-san and Misato-chan are awful..wav|酷いよ トウコさんもミサトちゃんも
dataset/Lda144_Is that why she went away without saying anything to me?.wav|だからミサトちゃんも私に何も言わずに転校しちゃったっていうの?
dataset/Lda145_Dad never hits people, but he hit Mom today..wav|いつもは絶対手を上げないお父さんがお母さんを殴った。
dataset/Lda145_I was afraid and couldn’t do anything but cry..wav|私は怖くて泣いているだけで何もできなかった
dataset/Lda144_Nobody understands me..wav|誰も私をわかってくれない
dataset/Lda145_Mom and Dad had a big fight today..wav|今日お父さんとお母さんが大喧嘩をした
dataset/Lda145_Was it my fault?.wav|私が原因?
dataset/Lda144_When I told her about Misato-chan, she said that there are some things that people can’t say, even to those who are closest to them..wav|だって、トウコさんにミサトちゃんのことを話したら、 人にはどんなに身近な人間にも話せないことがあるのよ、なんて。
dataset/Lda145_Why did they fight?.wav|喧嘩の原因って何?
dataset/Lda146_Has it been this way, and I just didn’t notice?.wav|それとも以前は気がつかなかっただけ?
dataset/Lda146_Is it because I’ve become ordinary?.wav|私が普通になったから?
dataset/Lda145_They usually get along so well..wav|あんなに仲が良かったのに
dataset/Lda147_I don’t want to do this anymore..wav|もうこんなの嫌だ
dataset/Lda140_I don't want to make friends with anyone other than Misato-chan..wav|でもみさとちゃん以外に友達を作る気になんかならない
dataset/Lda147_I have no freedom..wav|私には自由なんてないんだ
dataset/Lda147_I’m a patient that always has to be looked after..wav|みんなに看護される患者なんだ
